,Accx,Accy,Accz,Gyrx,Gyry,Gyrz,Entr
76,-0.15974877,-1.11987634,10.20056481,0.03258,0.02094,-0.01862,3
77,-0.149840674,-0.966006199,10.36920975,0.01978,0.00931,-0.01862,3
78,-0.152883811,-0.772141722,10.26571513,-0.01513,-0.01164,-0.01047,3
79,-0.161749587,-0.408714404,10.12752597,-0.01047,-0.00698,-0.01396,3
80,-0.27501327,-0.206974908,10.08464492,0.00582,0.00698,-0.01513,3
81,-0.25581118,0.013126857,10.21826334,0.01862,0.00931,-0.01513,3
82,-0.343534235,0.074228369,10.16444713,0.00349,0.00116,-0.01396,3
83,-0.211270432,0.128150377,10.15080243,0.01513,0.01164,-0.01396,3
84,-0.134582416,-0.173141614,10.13323757,0.01513,0.00698,-0.01745,3
85,-0.070347727,-0.21102826,9.95162216,0.01396,0.01396,-0.01396,3
86,0.173882414,-0.277197631,10.08582734,0.01396,0.00582,-0.01745,3
87,0.26494096,-0.326132504,10.02394871,0.00465,0.00233,-0.01396,3
88,0.327269967,-0.406239681,10.06269934,0.04305,0.02909,-0.02676,3
89,0.288752963,-0.328666322,10.09158201,0.00233,0.00582,-0.01513,3
90,0.151927312,-0.386023561,9.998091699,-0.03142,-0.02443,-0.00814,3
91,0.322113271,-0.552150468,10.14928052,-0.00931,-0.00931,-0.01047,3
92,0.055949578,-0.662985128,10.19386402,0.00814,0,-0.01396,3
93,0.171174735,-0.753994969,10.53706879,-0.00233,-0.00349,-0.01629,3
94,0.042545644,-0.663289741,10.85751025,0.01862,0.00931,-0.02211,3
95,-0.148106884,-0.773794889,11.0136339,0.01513,0.00582,-0.01978,3
96,-0.120170737,-0.679122923,11.11997935,-0.00814,-0.00582,-0.01164,3
97,-0.09392867,-0.557015256,11.3689719,0,-0.00233,-0.0128,3
98,-0.295188362,-0.385499406,11.58410975,-0.00465,-0.00465,-0.01396,3
99,-0.136936583,-0.237712781,11.83708682,-0.02211,-0.01629,-0.0128,3
100,-0.173784303,-0.200729061,12.11028697,0.00116,0,-0.01396,3
101,-0.56447186,-0.161670083,12.70832879,0.02909,0.01396,-0.02443,3
102,-0.617248332,-0.086818636,12.94411857,0.03142,0.01978,-0.02443,3
103,-0.540813721,-0.112854642,12.89762711,0.00233,0.00116,-0.0128,3
